SrcIP,SrcPort,DstIP,DstPort,StartTime_s,EndTime_s,Duration_s,TotalBytes,TotalPackets,Retransmissions,HandshakeTime_ms,MSS,IsElephant,AvgThroughput_bps
205.191.47.195,40326,223.32.67.150,15904,1744145100.309492,1744145100.309492,0.000001,0,1,0,-1.000,1460,0,0.00
98.65.173.80,60000,128.125.67.150,25055,1744145100.309462,1744145100.309462,0.000001,0,1,0,-1.000,-1,0,0.00
54.20.102.212,44600,197.33.5.133,9023,1744145100.309447,1744145100.309489,0.000042,0,2,0,-1.000,-1,0,0.00
227.129.135.15,54406,218.229.178.203,3074,1744145100.309351,1744145100.309351,0.000001,0,1,0,-1.000,1460,0,0.00
133.135.199.79,15196,51.57.186.130,3128,1744145100.309262,1744145100.309262,0.000001,0,1,0,-1.000,536,0,0.00
201.113.243.219,49509,149.200.152.202,23,1744145100.309128,1744145100.309128,0.000001,0,1,0,-1.000,1452,0,0.00
196.151.67.20,35352,27.32.5.133,7473,1744145100.309094,1744145100.309094,0.000001,0,1,0,-1.000,-1,0,0.00
143.138.89.207,26200,248.210.178.203,16004,1744145100.309090,1744145100.309090,0.000001,0,1,0,-1.000,1460,0,0.00
20.23.67.150,53680,162.168.52.163,5555,1744145100.309073,1744145100.309073,0.000001,0,1,0,-1.000,-1,0,0.00
38.99.187.146,443,57.30.67.150,51498,1744145100.309071,1744145100.309071,0.000001,0,1,0,-1.000,-1,0,0.00
26.239.112.126,63951,110.205.112.131,143,1744145100.309047,1744145100.309047,0.000001,0,1,0,-1.000,1460,0,0.00
20.23.67.150,53728,162.168.52.163,5555,1744145100.309029,1744145100.309029,0.000001,0,1,0,-1.000,-1,0,0.00
20.23.67.150,53732,162.168.52.163,5555,1744145100.309018,1744145100.309018,0.000001,0,1,0,-1.000,-1,0,0.00
50.36.148.202,48300,6.210.110.3,443,1744145100.309000,1744145100.318412,0.009412,314,4,0,-1.000,-1,0,266893.33
140.115.207.193,51286,141.194.152.202,771,1744145100.308937,1744145100.308937,0.000001,0,1,0,-1.000,1460,0,0.00
136.170.164.185,55075,161.193.178.203,22,1744145100.308928,1744145100.308928,0.000001,0,1,0,-1.000,1460,0,0.00
5.189.39.38,4853,98.149.164.163,23,1744145100.308721,1744145100.308721,0.000001,0,1,0,-1.000,1300,0,0.00
98.188.136.34,443,225.114.67.150,45918,1744145100.308612,1744145100.322760,0.014148,303,2,0,-1.000,-1,0,171331.64
74.117.66.176,40649,127.133.164.163,9000,1744145100.308608,1744145100.308608,0.000001,0,1,0,-1.000,-1,0,0.00
241.182.159.223,58124,77.182.178.203,23,1744145100.308441,1744145100.308441,0.000001,0,1,0,-1.000,-1,0,0.00
39.131.70.162,35314,84.162.24.202,8692,1744145100.308331,1744145100.308331,0.000001,0,1,0,-1.000,-1,0,0.00
208.5.173.157,38466,19.104.67.60,443,1744145100.308271,1744145100.308513,0.000242,2880,2,0,-1.000,-1,0,95206611.57
98.188.136.34,443,225.114.67.150,45806,1744145100.308204,1744145100.308204,0.000001,31,1,0,-1.000,-1,0,248000000.00
98.188.136.34,443,225.114.67.150,45850,1744145100.308190,1744145100.308190,0.000001,0,1,0,-1.000,-1,0,0.00
40.77.67.150,56279,74.243.131.20,443,1744145100.308152,1744145100.308401,0.000249,24,3,0,-1.000,-1,0,771084.34
12.212.156.198,49399,180.5.5.133,5061,1744145100.308148,1744145100.308148,0.000001,0,1,0,-1.000,1460,0,0.00
4.34.148.202,20001,56.80.166.80,57266,1744145100.308139,1744145100.308139,0.000001,31,1,0,-1.000,-1,0,248000000.00
55.186.178.203,80,48.97.212.49,53662,1744145100.308132,1744145100.323093,0.014961,1243912,150,0,-1.000,-1,1,665149121.05
98.188.136.34,443,225.114.67.150,45832,1744145100.308081,1744145100.308081,0.000001,0,1,0,-1.000,-1,0,0.00
158.131.135.15,51518,58.245.67.150,4505,1744145100.308076,1744145100.308076,0.000001,0,1,0,-1.000,1460,0,0.00
65.21.11.156,37296,10.217.164.163,8089,1744145100.308054,1744145100.308054,0.000001,0,1,0,-1.000,1412,0,0.00
238.129.135.15,43057,13.53.28.133,9037,1744145100.308030,1744145100.308030,0.000001,0,1,0,-1.000,1460,0,0.00
30.107.255.202,8572,96.106.123.199,443,1744145100.307940,1744145100.307940,0.000001,0,1,0,-1.000,1360,0,0.00
170.216.126.153,1883,106.185.178.203,58215,1744145100.307933,1744145100.335785,0.027852,871,2,0,-1.000,-1,0,250179.52
170.216.126.153,1883,104.185.178.203,55520,1744145100.307904,1744145100.335640,0.027736,871,2,0,-1.000,-1,0,251225.84
55.186.178.203,41294,145.236.238.38,873,1744145100.307894,1744145100.308259,0.000365,0,3,0,-1.000,-1,0,0.00
170.216.126.153,1883,104.185.178.203,48220,1744145100.307889,1744145100.335663,0.027774,871,2,0,-1.000,-1,0,250882.12
119.143.83.213,38795,254.26.67.150,5555,1744145100.307888,1744145100.307888,0.000001,0,1,0,-1.000,1460,0,0.00
72.229.10.206,14894,203.164.24.202,8476,1744145100.307856,1744145100.307856,0.000001,0,1,0,-1.000,-1,0,0.00
128.230.10.206,31190,73.229.152.202,20532,1744145100.307740,1744145100.307740,0.000001,0,1,0,-1.000,1460,0,0.00
225.187.246.219,57808,156.73.2.202,5432,1744145100.307614,1744145100.307665,0.000051,55,2,0,-1.000,-1,0,8627450.98
95.182.89.167,22197,136.209.5.133,465,1744145100.307610,1744145100.307610,0.000001,0,1,0,-1.000,1460,0,0.00
148.230.10.206,43874,116.117.67.150,26247,1744145100.307551,1744145100.307551,0.000001,0,1,0,-1.000,1460,0,0.00
61.66.227.17,443,198.184.178.203,53797,1744145100.307526,1744145100.337922,0.030396,27436,13,0,-1.000,-1,0,7220950.13
94.32.161.83,58676,172.250.5.133,3391,1744145100.307480,1744145100.307480,0.000001,0,1,0,-1.000,-1,0,0.00
50.175.28.133,64406,179.215.41.104,443,1744145100.307389,1744145100.343233,0.035844,637,9,0,-1.000,1460,0,142171.63
101.136.6.71,53166,246.197.152.202,139,1744145100.307361,1744145100.307361,0.000001,0,1,0,-1.000,1460,0,0.00
45.124.119.46,25758,36.235.152.202,2323,1744145100.307324,1744145100.307324,0.000001,0,1,0,-1.000,-1,0,0.00
130.230.10.206,63885,24.233.5.133,10932,1744145100.307220,1744145100.307220,0.000001,0,1,0,-1.000,1460,0,0.00
63.186.144.39,51419,78.198.5.133,80,1744145100.307149,1744145100.308153,0.001004,0,2,0,-1.000,-1,0,0.00
117.208.81.205,52905,234.170.67.150,9200,1744145100.307054,1744145100.307054,0.000001,0,1,0,-1.000,1460,0,0.00
89.182.89.167,26452,39.182.28.133,4840,1744145100.306978,1744145100.306978,0.000001,0,1,0,-1.000,1460,0,0.00
239.182.89.167,21652,5.5.67.150,17777,1744145100.306970,1744145100.306970,0.000001,0,1,0,-1.000,1460,0,0.00
239.129.135.15,59409,29.187.28.133,8406,1744145100.306968,1744145100.306968,0.000001,0,1,0,-1.000,1460,0,0.00
238.129.135.15,50983,6.165.67.150,9037,1744145100.306953,1744145100.306953,0.000001,0,1,0,-1.000,1460,0,0.00
112.32.161.83,48427,124.238.178.203,7654,1744145100.306951,1744145100.306951,0.000001,0,1,0,-1.000,-1,0,0.00
147.21.170.3,443,115.62.67.150,44611,1744145100.306950,1744145100.307079,0.000129,16472,6,0,-1.000,-1,0,1021519379.84
42.14.50.139,2209,143.113.164.163,873,1744145100.306909,1744145100.306909,0.000001,0,1,0,-1.000,-1,0,0.00
227.129.135.15,44987,94.41.67.150,3074,1744145100.306903,1744145100.306903,0.000001,0,1,0,-1.000,1460,0,0.00
119.78.192.3,47128,225.162.24.202,11680,1744145100.306900,1744145100.306900,0.000001,171,1,0,-1.000,-1,0,1368000000.00
170.216.126.153,1883,106.185.178.203,54168,1744145100.306830,1744145100.333571,0.026741,871,2,0,-1.000,-1,0,260573.65
119.78.192.3,38516,97.164.24.202,11680,1744145100.306802,1744145100.306802,0.000001,128,1,0,-1.000,-1,0,1024000000.00
118.141.11.185,13360,11.224.152.202,9160,1744145100.306796,1744145100.306796,0.000001,0,1,0,-1.000,-1,0,0.00
70.229.10.206,25948,118.231.67.150,51058,1744145100.306758,1744145100.306758,0.000001,0,1,0,-1.000,1460,0,0.00
68.232.9.1,45030,237.229.152.202,23,1744145100.306664,1744145100.306664,0.000001,0,1,0,-1.000,1452,0,0.00
26.206.157.185,873,93.56.67.150,41480,1744145100.306658,1744145100.306658,0.000001,904,1,0,-1.000,-1,0,7232000000.00
56.80.166.80,57266,4.34.148.202,20001,1744145100.306656,1744145100.307008,0.000352,137,2,0,-1.000,-1,0,3113636.36
76.12.53.164,443,211.108.67.150,44972,1744145100.306535,1744145100.306535,0.000001,39,1,0,-1.000,-1,0,312000000.00
40.186.7.92,44574,32.36.148.202,63540,1744145100.306493,1744145100.306493,0.000001,0,1,0,-1.000,-1,0,0.00
249.176.248.13,51302,69.165.24.202,6010,1744145100.306366,1744145100.306366,0.000001,0,1,0,-1.000,1460,0,0.00
238.177.63.128,41260,101.196.152.202,2375,1744145100.306361,1744145100.306361,0.000001,0,1,0,-1.000,-1,0,0.00
34.42.209.101,80,120.110.67.150,52610,1744145100.306268,1744145100.339227,0.032959,94663,27,0,-1.000,-1,0,22977153.43
238.129.135.15,35412,176.222.5.133,9037,1744145100.306265,1744145100.306265,0.000001,0,1,0,-1.000,1460,0,0.00
150.177.178.203,47068,94.234.53.149,8890,1744145100.306227,1744145100.306227,0.000001,0,1,0,-1.000,1460,0,0.00
255.178.67.150,53790,68.56.147.13,443,1744145100.306164,1744145100.323469,0.017305,1211,5,0,-1.000,-1,0,559838.20
169.32.161.83,61000,210.58.5.133,22321,1744145100.306162,1744145100.306162,0.000001,0,1,0,-1.000,-1,0,0.00
65.27.131.46,41527,152.34.186.130,3389,1744145100.306127,1744145100.306127,0.000001,0,1,0,-1.000,-1,0,0.00
228.127.24.103,55172,122.237.152.202,1433,1744145100.306106,1744145100.306106,0.000001,0,1,0,-1.000,-1,0,0.00
196.71.246.45,56038,183.108.67.150,5001,1744145100.306094,1744145100.306094,0.000001,0,1,0,-1.000,-1,0,0.00
119.78.192.3,47078,145.164.24.202,2000,1744145100.305927,1744145100.305927,0.000001,171,1,0,-1.000,-1,0,1368000000.00
160.252.27.156,56775,232.21.67.150,8000,1744145100.305926,1744145100.305926,0.000001,0,1,0,-1.000,-1,0,0.00
81.227.254.117,32625,26.45.28.133,23,1744145100.305884,1744145100.305884,0.000001,0,1,0,-1.000,-1,0,0.00
46.122.89.23,40123,70.240.67.150,3389,1744145100.305880,1744145100.305880,0.000001,0,1,0,-1.000,-1,0,0.00
242.104.149.20,60833,218.171.178.203,4443,1744145100.305848,1744145100.305848,0.000001,0,1,0,-1.000,-1,0,0.00
65.32.161.83,55634,106.249.152.202,5369,1744145100.305744,1744145100.305744,0.000001,0,1,0,-1.000,-1,0,0.00
233.41.248.222,44528,212.161.178.203,22,1744145100.305640,1744145100.305640,0.000001,0,1,0,-1.000,-1,0,0.00
14.66.222.147,56948,233.112.67.150,37443,1744145100.305621,1744145100.305621,0.000001,0,1,0,-1.000,1460,0,0.00
145.236.238.38,873,93.56.67.150,54939,1744145100.305596,1744145100.305628,0.000032,2736,2,0,-1.000,-1,0,684000000.00
167.244.158.141,35249,251.210.152.202,80,1744145100.305594,1744145100.305594,0.000001,0,1,0,-1.000,-1,0,0.00
48.97.212.49,53662,55.186.178.203,80,1744145100.305559,1744145100.330741,0.025182,281,88,0,-1.000,-1,0,89270.11
249.62.19.180,50692,29.133.186.130,47000,1744145100.305558,1744145100.305558,0.000001,0,1,0,-1.000,1452,0,0.00
142.33.161.83,53470,83.107.67.150,3393,1744145100.305525,1744145100.305525,0.000001,0,1,0,-1.000,-1,0,0.00
9.192.155.175,52994,248.104.123.199,443,1744145100.305492,1744145100.305492,0.000001,0,1,0,-1.000,1452,0,0.00
227.129.135.15,60965,150.130.178.203,3074,1744145100.305470,1744145100.305470,0.000001,0,1,0,-1.000,1460,0,0.00
46.122.89.23,40123,176.32.67.150,3389,1744145100.305468,1744145100.305468,0.000001,0,1,0,-1.000,-1,0,0.00
145.236.238.38,873,55.186.178.203,41294,1744145100.305463,1744145100.342996,0.037533,24624,9,0,-1.000,-1,0,5248501.32
170.204.160.74,20904,61.162.112.131,7777,1744145100.305420,1744145100.315860,0.010440,7240,5,0,-1.000,-1,0,5547892.72
208.5.173.157,47338,19.104.67.60,443,1744145100.305388,1744145100.310889,0.005501,5760,4,0,-1.000,-1,0,8376658.79
203.24.163.164,60000,181.125.164.163,7306,1744145100.305350,1744145100.305350,0.000001,0,1,0,-1.000,-1,0,0.00
50.175.28.133,64403,179.215.41.104,443,1744145100.305339,1744145100.331211,0.025872,511,6,0,-1.000,-1,0,158008.66
15.200.155.175,51671,248.104.123.199,443,1744145100.305329,1744145100.305329,0.000001,0,1,0,-1.000,1452,0,0.00
144.236.238.38,873,93.56.67.150,48596,1744145100.305321,1744145100.306432,0.001111,5472,3,0,-1.000,-1,0,39402340.23
54.13.206.23,443,244.243.67.150,51801,1744145100.305310,1744145100.305310,0.000001,0,1,0,-1.000,-1,0,0.00
137.230.10.206,18561,215.220.152.202,11051,1744145100.305307,1744145100.305307,0.000001,0,1,0,-1.000,1460,0,0.00
2.191.47.195,55547,122.58.164.163,15483,1744145100.305280,1744145100.305280,0.000001,0,1,0,-1.000,-1,0,0.00
99.85.67.150,56578,73.44.227.156,443,1744145100.305275,1744145100.305275,0.000001,0,1,0,-1.000,-1,0,0.00
249.178.67.150,50327,65.160.67.172,443,1744145100.305255,1744145100.341039,0.035784,0,8,0,-1.000,-1,0,0.00
249.178.67.150,50326,65.160.67.172,443,1744145100.305245,1744145100.341001,0.035756,0,7,0,-1.000,-1,0,0.00
249.178.67.150,50280,65.160.67.172,443,1744145100.305244,1744145100.340998,0.035754,0,7,0,-1.000,-1,0,0.00
208.5.173.157,21404,19.104.67.60,443,1744145100.305136,1744145100.305176,0.000040,2880,2,0,-1.000,-1,0,576000000.00
3.48.30.122,13281,54.19.5.133,23,1744145100.305115,1744145100.305115,0.000001,0,1,0,-1.000,-1,0,0.00
132.191.47.195,60416,190.165.24.202,15839,1744145100.305027,1744145100.305027,0.000001,0,1,0,-1.000,-1,0,0.00
34.106.123.196,51824,23.237.5.133,22,1744145100.305003,1744145100.305003,0.000001,0,1,0,-1.000,-1,0,0.00
46.83.3.47,19417,206.234.67.150,9088,1744145100.304996,1744145100.304996,0.000001,0,1,0,-1.000,1460,0,0.00
26.190.178.203,44598,84.198.96.40,443,1744145100.304992,1744145100.306670,0.001678,0,2,0,-1.000,-1,0,0.00
255.178.67.150,62324,46.146.241.128,443,1744145100.304952,1744145100.323516,0.018564,0,3,0,-1.000,-1,0,0.00
249.176.248.13,52790,183.164.24.202,6010,1744145100.304928,1744145100.304928,0.000001,0,1,0,-1.000,1460,0,0.00
50.175.28.133,64397,179.215.41.104,443,1744145100.304804,1744145100.310977,0.006173,37,3,0,-1.000,-1,0,47950.75
214.19.251.128,14022,158.162.178.203,57540,1744145100.304798,1744145100.305392,0.000594,0,5,0,-1.000,-1,0,0.00
164.15.67.150,58757,174.65.214.54,443,1744145100.304743,1744145100.304743,0.000001,0,1,0,-1.000,-1,0,0.00
181.44.67.150,993,220.244.168.203,39890,1744145100.304643,1744145100.304643,0.000001,318,1,0,-1.000,-1,0,2544000000.00
234.48.197.126,63665,130.2.112.131,53389,1744145100.304476,1744145100.304476,0.000001,0,1,0,-1.000,-1,0,0.00
158.131.135.15,46629,177.162.28.133,4505,1744145100.304443,1744145100.304443,0.000001,0,1,0,-1.000,1460,0,0.00
72.149.219.199,8092,125.235.152.202,50580,1744145100.304443,1744145100.304443,0.000001,0,1,0,-1.000,1460,0,0.00
53.108.67.150,55968,45.146.241.128,80,1744145100.304363,1744145100.343114,0.038751,0,3,0,-1.000,-1,0,0.00
227.129.135.15,34048,226.128.113.131,3074,1744145100.304232,1744145100.304232,0.000001,0,1,0,-1.000,1460,0,0.00
231.131.70.162,14479,15.28.5.133,30302,1744145100.304200,1744145100.304200,0.000001,0,1,0,-1.000,1460,0,0.00
50.175.28.133,64393,179.215.41.104,443,1744145100.304196,1744145100.304454,0.000258,0,2,0,-1.000,-1,0,0.00
118.177.120.115,25221,138.249.152.202,700,1744145100.304150,1744145100.304150,0.000001,0,1,0,-1.000,1460,0,0.00
125.16.22.106,36462,191.162.24.202,3389,1744145100.304118,1744145100.304118,0.000001,51,1,0,-1.000,-1,0,408000000.00
198.184.178.203,48410,242.166.4.31,443,1744145100.304117,1744145100.343661,0.039544,0,17,0,-1.000,-1,0,0.00
196.71.246.45,56038,84.38.67.150,7002,1744145100.304014,1744145100.304014,0.000001,0,1,0,-1.000,-1,0,0.00
88.111.70.103,40178,221.104.112.131,22,1744145100.303975,1744145100.303975,0.000001,0,1,0,-1.000,-1,0,0.00
142.33.161.83,53470,254.196.67.150,8803,1744145100.303966,1744145100.303966,0.000001,0,1,0,-1.000,-1,0,0.00
13.14.226.108,44788,192.165.24.202,27826,1744145100.303942,1744145100.303942,0.000001,68,1,0,-1.000,-1,0,544000000.00
139.230.10.206,47199,157.12.67.150,26472,1744145100.303932,1744145100.303932,0.000001,0,1,0,-1.000,1460,0,0.00
162.230.10.206,4468,100.24.5.133,44819,1744145100.303906,1744145100.303906,0.000001,0,1,0,-1.000,1460,0,0.00
81.10.63.160,43929,184.10.173.157,3128,1744145100.303902,1744145100.303902,0.000001,0,1,0,-1.000,-1,0,0.00
80.166.55.170,52241,159.181.178.203,8728,1744145100.303722,1744145100.303722,0.000001,0,1,0,-1.000,-1,0,0.00
65.115.207.193,55041,6.198.34.210,3890,1744145100.303669,1744145100.303669,0.000001,0,1,0,-1.000,1460,0,0.00
36.36.148.202,58400,202.190.125.52,443,1744145100.303574,1744145100.303613,0.000039,0,2,0,-1.000,-1,0,0.00
162.62.48.152,45826,217.164.24.202,1971,1744145100.303514,1744145100.303514,0.000001,11,1,0,-1.000,-1,0,88000000.00
50.175.28.133,64399,179.215.41.104,443,1744145100.303505,1744145100.319344,0.015839,410,4,0,-1.000,-1,0,207083.78
212.82.15.133,57386,232.152.236.37,443,1744145100.303249,1744145100.340359,0.037110,0,3,0,-1.000,-1,0,0.00
149.230.10.206,7396,99.231.178.203,53342,1744145100.303224,1744145100.303224,0.000001,0,1,0,-1.000,1460,0,0.00
62.165.238.192,8443,95.198.5.133,60884,1744145100.303166,1744145100.303166,0.000001,52,1,0,-1.000,-1,0,416000000.00
136.170.164.185,44140,134.10.5.133,22,1744145100.303105,1744145100.303105,0.000001,0,1,0,-1.000,1460,0,0.00
52.126.96.18,47091,177.75.67.150,49192,1744145100.303067,1744145100.303067,0.000001,0,1,0,-1.000,1460,0,0.00
230.182.89.167,23360,241.207.152.202,58450,1744145100.303019,1744145100.303019,0.000001,0,1,0,-1.000,1460,0,0.00
202.190.125.52,443,36.36.148.202,58400,1744145100.302947,1744145100.302979,0.000032,85,2,0,-1.000,-1,0,21250000.00
50.175.28.133,64405,179.215.41.104,443,1744145100.302921,1744145100.339840,0.036919,511,8,0,-1.000,1460,0,110728.89
7.214.67.150,58776,180.218.247.13,443,1744145100.302915,1744145100.302954,0.000039,268,2,0,-1.000,-1,0,54974358.97
99.16.115.221,47186,111.180.178.203,80,1744145100.302884,1744145100.306761,0.003877,0,2,0,-1.000,-1,0,0.00
62.45.74.185,40371,82.232.67.150,23,1744145100.302868,1744145100.302868,0.000001,0,1,0,-1.000,-1,0,0.00
177.206.98.18,33298,22.230.152.202,808,1744145100.302824,1744145100.302824,0.000001,0,1,0,-1.000,1460,0,0.00
147.160.89.167,1628,144.244.152.202,10252,1744145100.302806,1744145100.302806,0.000001,0,1,0,-1.000,1460,0,0.00
117.30.173.157,40912,33.117.236.173,443,1744145100.302763,1744145100.310723,0.007960,0,3,0,-1.000,-1,0,0.00
50.175.28.133,64398,179.215.41.104,443,1744145100.302744,1744145100.319763,0.017019,410,4,0,-1.000,-1,0,192725.78
72.229.10.206,59812,203.164.24.202,8476,1744145100.302718,1744145100.302718,0.000001,0,1,0,-1.000,1460,0,0.00
46.75.14.14,56086,11.22.15.133,1433,1744145100.302706,1744145100.302706,0.000001,0,1,0,-1.000,-1,0,0.00
100.45.5.133,587,114.179.102.87,49918,1744145100.302592,1744145100.302592,0.000001,75,1,0,-1.000,-1,0,600000000.00
122.27.93.45,43255,237.29.238.103,5327,1744145100.302538,1744145100.302538,0.000001,0,1,0,-1.000,-1,0,0.00
162.230.10.206,63024,68.192.164.163,2053,1744145100.302523,1744145100.302523,0.000001,0,1,0,-1.000,1460,0,0.00
232.152.236.37,443,212.82.15.133,57386,1744145100.302499,1744145100.339639,0.037140,10944,6,0,-1.000,-1,0,2357350.57
86.137.11.156,54390,176.84.67.150,8787,1744145100.302495,1744145100.302495,0.000001,0,1,0,-1.000,-1,0,0.00
235.81.110.64,61002,157.52.67.150,22,1744145100.302490,1744145100.302490,0.000001,0,1,0,-1.000,1460,0,0.00
142.33.161.83,53470,98.194.164.163,3380,1744145100.302461,1744145100.302461,0.000001,0,1,0,-1.000,-1,0,0.00
174.65.220.23,80,36.36.148.202,49208,1744145100.302459,1744145100.305090,0.002631,187,5,0,-1.000,1460,0,568605.09
113.204.46.126,34777,23.191.113.131,443,1744145100.302421,1744145100.334417,0.031996,0,10,0,-1.000,-1,0,0.00
250.123.211.3,43369,157.167.67.150,93,1744145100.302407,1744145100.302407,0.000001,0,1,0,-1.000,1460,0,0.00
232.120.228.1,34666,178.169.67.150,23,1744145100.302402,1744145100.302402,0.000001,0,1,0,-1.000,-1,0,0.00
112.32.161.83,48427,203.221.5.133,33898,1744145100.302388,1744145100.302388,0.000001,0,1,0,-1.000,-1,0,0.00
113.204.46.126,60601,23.191.113.131,443,1744145100.302371,1744145100.343478,0.041107,0,8,0,-1.000,-1,0,0.00
98.188.136.34,443,225.114.67.150,45928,1744145100.302369,1744145100.328344,0.025975,4722,4,0,-1.000,-1,0,1454321.46
136.170.164.185,44141,134.10.5.133,22,1744145100.302348,1744145100.302348,0.000001,0,1,0,-1.000,1460,0,0.00
64.149.219.199,17219,218.56.67.150,6881,1744145100.302302,1744145100.302302,0.000001,0,1,0,-1.000,1460,0,0.00
137.209.104.176,48785,94.72.113.131,23,1744145100.302252,1744145100.302252,0.000001,0,1,0,-1.000,1440,0,0.00
178.216.28.133,53242,229.253.65.172,443,1744145100.302201,1744145100.302722,0.000521,35,2,0,-1.000,-1,0,537428.02
82.234.7.162,873,93.56.67.150,47718,1744145100.302200,1744145100.326484,0.024284,23168,13,0,-1.000,-1,0,7632350.52
11.115.207.193,51283,122.255.152.202,8085,1744145100.302166,1744145100.302166,0.000001,0,1,0,-1.000,1460,0,0.00
158.162.178.203,57540,214.19.251.128,14022,1744145100.302133,1744145100.302587,0.000454,286,9,0,-1.000,-1,0,5039647.58
48.201.254.223,14489,172.149.178.203,23,1744145100.302092,1744145100.302092,0.000001,0,1,0,-1.000,-1,0,0.00
36.36.148.202,49208,174.65.220.23,80,1744145100.302065,1744145100.304720,0.002655,111,5,0,0.394,1460,0,334463.28
74.189.14.66,20012,34.55.5.133,18080,1744145100.301936,1744145100.301936,0.000001,0,1,0,-1.000,1460,0,0.00
169.32.161.83,61000,216.246.5.133,22188,1744145100.301931,1744145100.301931,0.000001,0,1,0,-1.000,-1,0,0.00
244.222.28.133,49203,228.52.17.18,35842,1744145100.301893,1744145100.301893,0.000001,0,1,0,-1.000,-1,0,0.00
38.99.187.146,443,42.133.67.150,37420,1744145100.301845,1744145100.315890,0.014045,39,3,0,-1.000,-1,0,22214.31
244.21.102.211,37119,99.197.113.131,8080,1744145100.301798,1744145100.301798,0.000001,0,1,0,-1.000,-1,0,0.00
208.5.173.157,11702,19.104.67.60,443,1744145100.301748,1744145100.341537,0.039789,7200,5,0,-1.000,-1,0,1447636.28
50.175.28.133,64394,179.215.41.104,443,1744145100.301722,1744145100.302212,0.000490,0,2,0,-1.000,-1,0,0.00
50.175.28.133,64396,179.215.41.104,443,1744145100.301607,1744145100.301834,0.000227,0,2,0,-1.000,-1,0,0.00
184.115.207.193,51236,230.203.178.203,17990,1744145100.301535,1744145100.301535,0.000001,0,1,0,-1.000,1460,0,0.00
65.160.67.172,443,249.178.67.150,50327,1744145100.301520,1744145100.342445,0.040925,38750,16,0,-1.000,-1,0,7574832.01
193.236.83.154,51739,9.115.67.150,80,1744145100.301486,1744145100.301486,0.000001,0,1,0,-1.000,-1,0,0.00
191.90.141.87,42291,242.165.24.202,8443,1744145100.301479,1744145100.301479,0.000001,14,1,0,-1.000,-1,0,112000000.00
222.6.45.104,443,99.108.67.150,53881,1744145100.301430,1744145100.342009,0.040579,16195,9,0,-1.000,-1,0,3192784.45
114.179.102.87,49918,100.45.5.133,587,1744145100.301411,1744145100.301411,0.000001,0,1,0,-1.000,-1,0,0.00
50.175.28.133,64400,179.215.41.104,443,1744145100.301376,1744145100.324585,0.023209,511,5,0,-1.000,-1,0,176138.57
196.42.134.104,54967,150.18.67.150,22994,1744145100.301372,1744145100.301372,0.000001,0,1,0,-1.000,-1,0,0.00
50.175.28.133,64402,179.215.41.104,443,1744145100.301299,1744145100.327240,0.025941,511,6,0,-1.000,-1,0,157588.37
238.188.197.36,7320,248.104.123.199,443,1744145100.301276,1744145100.301276,0.000001,0,1,0,-1.000,1400,0,0.00
76.12.53.164,443,211.108.67.150,36428,1744145100.301235,1744145100.301235,0.000001,0,1,0,-1.000,-1,0,0.00
83.85.76.71,45873,124.250.186.130,23,1744145100.301217,1744145100.301217,0.000001,0,1,0,-1.000,-1,0,0.00
181.44.67.150,993,151.94.114.49,53443,1744145100.301191,1744145100.301282,0.000091,271,2,0,-1.000,-1,0,23824175.82
186.82.242.47,55339,185.25.67.150,23,1744145100.301137,1744145100.329196,0.028059,0,2,0,-1.000,-1,0,0.00
45.211.10.96,853,154.177.178.203,11890,1744145100.301131,1744145100.303024,0.001893,1606,2,0,-1.000,-1,0,6787110.41
189.165.178.203,443,142.217.247.185,49337,1744145100.300988,1744145100.301052,0.000064,2351,2,0,-1.000,-1,0,293875000.00
182.166.183.220,14742,105.104.28.133,17001,1744145100.300964,1744145100.300964,0.000001,0,1,0,-1.000,-1,0,0.00
98.133.67.150,45752,233.126.88.162,443,1744145100.300959,1744145100.300959,0.000001,0,1,0,-1.000,-1,0,0.00
223.115.164.163,61864,23.120.88.162,443,1744145100.300943,1744145100.300943,0.000001,0,1,0,-1.000,-1,0,0.00
192.238.80.8,49011,118.50.67.150,8013,1744145100.300839,1744145100.300839,0.000001,0,1,0,-1.000,1460,0,0.00
191.177.178.203,465,41.63.94.64,54471,1744145100.300804,1744145100.300842,0.000038,3005,2,0,-1.000,-1,0,632631578.95
158.131.135.15,49227,8.185.178.203,4505,1744145100.300778,1744145100.300778,0.000001,0,1,0,-1.000,1460,0,0.00
206.191.47.195,19116,14.220.152.202,830,1744145100.300680,1744145100.300680,0.000001,48,1,0,-1.000,-1,0,384000000.00
50.175.28.133,64404,179.215.41.104,443,1744145100.300526,1744145100.333603,0.033077,637,9,0,-1.000,-1,0,154064.76
112.32.161.83,48427,199.250.178.203,3388,1744145100.300525,1744145100.300525,0.000001,0,1,0,-1.000,-1,0,0.00
208.121.202.172,43588,112.166.178.203,8040,1744145100.300515,1744145100.300515,0.000001,0,1,0,-1.000,-1,0,0.00
227.129.135.15,35651,57.201.178.203,3074,1744145100.300508,1744145100.300508,0.000001,0,1,0,-1.000,1460,0,0.00
104.103.173.157,7654,112.32.161.83,48427,1744145100.300491,1744145100.300491,0.000001,0,1,0,-1.000,-1,0,0.00
248.39.220.93,29985,93.56.67.150,443,1744145100.300477,1744145100.340987,0.040510,0,25,0,-1.000,-1,0,0.00
